Reference;Configuration;Price;Discount;Minimum Price ES;Minimum Price EN;Level 1;Level 2;Collection;Item name;Description;Configuration name;English name;English description;French name;French description;Italian name;Italian description;Portuguese name;Portuguese Description;Image name;assembly instructions;Stock;Date;EAN;Width;Height;depth;Dimension;Minimun Height;maximum height;Price in dollars;;Weight;Volume packaging ;"Sizes of carton No.1; width";"Sizes of carton No.1; height";"Sizes of carton No.1; depth";Packaging weight 1:;"Sizes of carton No.2; width";"Sizes of carton No.2; height";"Sizes of carton No.2; depth";Packaging weight 2:;"Sizes of carton No.3; width";"Sizes of carton No.3; height";"Sizes of carton No.4; depth";Packaging weight 3:;"Sizes of carton No.4; width";"Sizes of carton No.4; height";"Sizes of carton No.4; depth";Packaging weight 4:;Energy class:;IP;Electric class:;Power:;Voltage:;Frecuency:;Lumen:;Dimmable:;regulation;OUTPUT POWER;POWER INTENSITY;Colour temperature:;Average lifespan:;Power factor:;CRI;Lampholder bulb1;Quantity of light bulb1;bulbs included;Power bulb1;Voltage Bulb1;Frecuency Bulb1;Lumen bulb1;Colour temperature Bulb1;Averge lifespan bulb1;Power factor bulb1;CRI bulb1;Lampholder bulb2;Quantity of light bulb2;Power bulb2;Voltage Bulb2;Frecuency Bulb2;Lumen bulb2;Colour temperature Bulb2;Averge lifespan bulb2;Power factor bulb2;CRI bulb2;Material;Finish;Assembling time by customer:;"Sizes of the Shade/glass shade; width";"Sizes of the Shade/glass shade; height";"Sizes of the Shade/glass shade; depth";"Sizes of the Shade/glass shade; diameter";"Sizes of the canopy; width";"Sizes of the canopy; height";"Sizes of the canopy; depth";"Sizes of the canopy; depth";Cable colour;Size of the mirror plate,width:;Size of the mirror plate,high:;Width of the frame;Top thickness;Extendable table?;seat height:;seat width:;seat depth;back width:;back height;Material:;removable cover;adjustable;Only UK plug
148277;;114;0;182;200;1;2;Hole;PLAFON LED ·HOLE· ORO Ø42;Plafón de iluminación LED, realizado en metal acabado blanco roto mate. Aro inferior acabado en PAN DE ORO con difusor acrílico opal. 22,5W LED. 2.025 lm. 3.000 K.;;·HOLE· LED CEILING LAMP, GOLD, Ø42;LED ceiling lamp, made of metal matt off-white finish. Lower ring finished in GOLD LEAF with opal acrylic diffuser. 22,5W LED. 2.025 lm. 3.000 K.;PLAFONNIER LED ·HOLE· OR Ø42;Plafonnier éclairage LED, réalisé en métal finition blanc cassé mat. Anneau inférieur finition en FEUILLE D’OR avec diffuseur acrylique opale. 22,5W LED. 2.025 lm. 3.000 K.;PLAFONIERA LED ·HOLE· ORO Ø42;Plafoniera a luce LED, in metallo rifinito in color bianco avorio opaco. Anello inferiore rifinito in LAMINA D’ORO con diffusore acrilico opalescente. 22,5W LED. 2.025 lumen. 3.000 K.;TETO LED ·HOLE· DOURADO Ø42;Candeeiro de teto de iluminação LED realizado em metal acabamento branco sujo mate. Aro inferior acabamento em FOLHA DE OURO com difusor acrílico opalino. 22,5W LED. 2 025 lm. 3 000 K.;148277.jpg;148277, 148193.pdf;35;24/04/2020;8,44E+12;42;9;42;42;0;0;56;0;1,38;0,04;50;16;50;3;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;22,5W;220/240 V;50/60 Hz;2.025;NO;;25;0;3.000;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;5;0;42;;0;0;0;0;;0;0;0;0;0;;;;No
152461;;243;0;389;425;1;1;Cronos;LAMPARA ·CRONOS· BLANCO GDE;Lámpara grande de iluminación LED, realizada en metal lacado blanco mate texturizado. Iluminación oculta con tira LED. Regulable en altura. 38W LED. 3.040 lm. 4.000 K. DIMABLE.;;·CRONOS· WHITE LARGE PENDANT;Large pendant of LED light. Made of metal, texturized matt white lacquer. Lighting hidden with LED stripe. Adjustable in height. 38W LED. 3.040 lm. 4.000 K. DIMMABLE.;PENDANTE.CRONOS.BLANCHE GDE.;Pendante grande éclairage LED. En métal laqué blanc mat à texture. Éclairage caché par bandeau LED. Réglable en hauteur. 38W LED. 3.040 lm. 4.000 K. DIMMABLE.;LAMP. SOSP. ·CRONOS·BIANCA GR.;Grande lampada a sospensione a illuminazione LED, in metallo laccato bianco opaco testurizzato. Striscia LED a illuminazione indiretta. Regolabile in altezza. 38W LED. 3.040 lm. 4.000 K. DIMMERABILE.;PINGENTE ·CRONOS· BRANCO GDE;Pingente grande de iluminação LED. Realizado em metal lacado branco mate texturizado. Iluminação oculta com tira LED. Regulável em altura. 38W LED. 3.040 lm. 4.000 K. REGULÁVEL.;152461.jpg;152461.pdf;10;20/06/2020;8,44E+12;0;7;0;60;40;120;138;0;2,6;0,065;68;14;68;5;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;38W;110/220 V;50/60 Hz;3.040;;;24;0;4.000;30.000;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal;Blanco mate texturizado;0;0;7;0;60;0;6;0;23;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
152461D;;273;0;437;478;1;1;Cronos;LAMP.LED·CRONOS·BLANCO DIMABLE;Lámpara de iluminación LED. Realizada en metal lacado blanco mate texturizado. Iluminación oculta con tira LED. Regulable en altura. 38W LED. 3.040 lm. 4.000 K. DIMABLE. Incluye mando a distancia.;;·CRONOS· LED LAMP, DIMMABLE, WHITE;LED lamp. Made of metal lacqered in texturized matt white. Hidden lighting with LED stripe. Adjustable in length. 38W LED. 3040 lm. 4000 K. DIMMABLE. Remote control included.;PENDANTE.CRONOS.BLANCHE GDE. DIMMABLE.;Pendante grande éclairage LED. En métal laqué blanc mat à texture. Éclairage caché par bandeau LED. Réglable en hauteur. 38W LED. 3.040 lm. 4.000 K. DIMMABLE. Télécommande incluse.;LAMP. SOSP. ·CRONOS·BIANCA GR. DIMERABIL;Grande lampada a sospensione a illuminazione LED, in metallo laccato bianco opaco testurizzato. Striscia LED a illuminazione indiretta. Regolabile in altezza. 38W LED. 3.040 lm. 4.000 K. DIMMERABILE. Comprende il telecomando.;PINGENTE ·CRONOS· BRANCO GDE. REGULÁVEL.;Pingente grande de iluminação LED. Realizado em metal lacado branco mate texturizado. Iluminação oculta com tira LED. Regulável em altura. 38W LED. 3.040 lm. 4.000 K. REGULÁVEL. Inclui comando à distancia.;152461D.jpg;152461D.pdf;0;22/03/2020;8,44E+12;0;7;0;60;40;120;0;0;2,6;0,065;68;14;68;5;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;38W;110/220 V;50/60 Hz;3.040;SI;CONTROL RE;0;0;4.000;30.000;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal;Blanco mate texturizado;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
160320;;48;0;77;84;1;3;Onda;APLIQUE 1L·ONDA·;Lámpara de pared de 1 luz realizada en metal cromado y malla de cristales facetados K9. 1 G9.;;·ONDA· WALL LAMP 1L.;Wall lamp made of chromed metal and K9 faceted crystal mesh. 1 G9;APPLIQUE 1L·ONDE·;Applique en métal chromé et maille en verres à facettes K9 sertis. 1 G9;APPLIQUE 1L. ·ONDA·;Applique in metallo cromato e montatura a rete di cristalli sfaccettati K9. 1 G9;APLIQUE 1L·ONDA·;Aplique realizado em metal cromado e malha de vidros facetados K9. 1 G9;160320.jpg;160320.pdf;67;29/02/2020;8,44E+12;25;13;8;0;0;0;24;0;0,8;0,014;35;18;23;1;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;42W;110/220 V;50/60 Hz;550;;;0;0;0;0;0;0;G9;1;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado y transparente;0;0;0;0;0;25;13;2;0;;0;0;0;0;;0;0;0;0;0;;;;No
160451;;78;0;125;137;1;3;Onda;APLIQUE 2L·ONDA·;Lámpara de pared de 2 luces realizada en metal cromado y malla de cristales facetados K9.;;·ONDA· WALL LAMP 2L.;Wall lamp made of chromed metal and K9 faceted crystals mesh.;APPLIQUE 2L·ONDE·;Applique en métal chromé et maille en verres à facettes K9 sertis.;APPLIQUE 2L. ·ONDA·;Applique in metallo cromato e montatura a rete di cristalli sfaccettati K9.;APLIQUE 2L·ONDA·;Aplique realizado em metal cromado e malha de vidros facetados K9.;160451.jpg;16 0451.pdf;37;20/06/2020;8,44E+12;45;13;9;0;0;0;40;0;1,4;0,024;55;19;23;2;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;2x42W;110/220 V;50/60 Hz;1.100;;;0;0;0;0;0;0;G9;2;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado y transparente;0;0;0;0;0;45;13;2;0;;0;0;0;0;;0;0;0;0;0;;;;No
160563;;189;0;302;331;1;2;Satén;PLAFON 4L·SATEN·PEQ;Plafón de 4 luces realizado en metal cromado y malla de cristales facetados K9. Cristales transparentes y smoke combinados.;;·SATEN· SMALL CEILING LAMP 4L.;Ceiling lamp made of chromed metal and K9 faceted crystals mesh. Clear and smoke crystals.;PLAFONNIER 4L·SATIN·PEQ;Plafonnier en métal chromé et maille en verres à facettes K9.Verres transparents et smoke combinés.;PLAFONIERA 4L ·SATEN· PICCOLA;Plafoniera in metallo cromato e montatura a rete di cristalli sfaccettati K9, composta da cristalli trasparenti e affumicati.;TETO 4L·SATEN·PEQ;Teto realizado em metal cromado e malha de vidros facetados K9. Vidros transparentes e smoke combinados.;160563.jpg;160563.pdf;35;01/05/2020;8,44E+12;43;12;43;0;0;0;103;0;3,2;0,045;53;16;53;4;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;4x42W;110/220 V;50/60 Hz;2.200;;;0;0;0;0;0;0;G9;4;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromo. Transparnete.;15;45;1;45;0;0;2;0;18;transparente;0;0;0;0;;0;0;0;0;0;;;;No
160674;;297;0;475;520;1;2;Satén;PLAFON 5L·SATEN·GDE;Plafón de 5 luces realizado en metal cromado y malla de cristales facetados K9. Cristales transparentes y smoke combinados.;;·SATEN· LARGE CEILING LAMP 5L.;Ceiling lamp made of chromed metal and K9 faceted crystals mesh. Clear and smoke crystals.;PLAFONNIER 5L·SATIN·GD.;Plafonnier en métal chromé et maille en verres à facettes K9.Verres transparents et smoke combinés.;PLAFONIERA 5L ·SATEN·  GRANDE;Plafoniera in metallo cromato e montatura a rete di cristalli sfaccettati K9, composta da cristalli trasparenti e affumicati.;TETO 5L·SATEN·GDE;Teto realizado em metal cromado e malha de vidros facetados K9. Vidros transparentes e smoke combinados.;160674.jpg;160674.pdf;0;28/02/2020;8,44E+12;54;15;54;0;0;0;159;0;5;0,083;66;19;66;7;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;5x42W;110/220 V;50/60 Hz;2.750;;;0;0;0;0;0;0;G9;5;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromo. Transparente.;15;58;1;58;0;0;6;0;28;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
160785;;57;0;91;100;1;3;Satén;APLIQUE 1L·SATEN·;Lámpara de pared de 1 luz, realizada en metal cromado y malla de cristales facetados K9. Cristales transparentes y smoke combinados.;;·SATEN· WALL LAMP 1L.;Wall lamp made of chromed metal and K9 faceted crystals mesh. Clear and smoke crystals.;APPLIQUE 1L·SATIN·;Applique en métal chromé et maille en verres à facettes K9.Verres transparents et smoke combinés.;APPLIQUE 1L. ·SATEN·;Applique in metallo cromato e montatura a rete di cristalli sfaccettati K9, composta da cristalli trasparenti e affumicati.;APLIQUE 1L·SATEN·;Aplique realizado em metal cromado e malha de vidros facetados K9. Vidros transparentes e smoke combinados.;160785.jpg;16 0785.pdf;38;28/02/2020;8,44E+12;25;29;14;0;0;0;28;0;0,72;0,012;29;14;29;1;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;1x42W;110/220 V;50/60 Hz;550;;;0;0;0;0;0;0;G9;1;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado y transparente;5;21;21;1;0;0;2;0;11;;0;0;0;0;;0;0;0;0;0;;;;No
160974;;246;0;394;431;4;1;Fusión;ESPEJO ·FUSION· RECTANG.110X80;Espejo rectangular con marco de lunas biseladas. Trasera en DM acabado en color negro. Listo para colgar en posición horizontal o vertical. Luna central biselada. Ancho del marco 18 cm.;;·FUSION· RECTANGULAR MIRROR 110x80;Rectangular mirror with frame of beveled mirrors. Back of MDF finished in black colour. Ready to hang in horizontal or vertical position. Central mirror beveled. Width of the frame 18 cm.;MIROIR ·FUSION· RECTANG.110X80;Miroir rectangulaire avec cadre en glaces biseautées. Dos en MDF finition couleur noire. À suspendre en position horizontale ou verticale. Glace centrale biseautée. Largeur du cadre 18 cm.;SPECCHIO ·FUSION· RETT. 110X80;Specchio rettangolare con superficie centrale e superficie cornice bisellate. Parte posteriore in fibra color nero. Collocabile in posizione orizzontale o verticale. Larghezza della cornice: 18 cm.;ESPELHO ·FUSION· RETANG.110X80;Espelho retangular com moldura de luas biseladas. Traseira em DM acabamento em cor preta. Preparado para pendurar em posição horizontal ou vertical. Lua central biselada. Largura da moldura 18 cm.;160974.jpg;;30;29/02/2020;8,44E+12;80;110;5;0;0;0;109;0;22;0,14;90;120;13;24;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro;0;0;0;0;0;0;0;0;0;;44;73;18;0;;0;0;0;0;0;;;;No
161022;;432;0;691;756;4;1;Fusión;ESPEJO·FUSION·RECTANGULAR;Espejo rectangular con marco de lunas biseladas. Trasera en DM acabado en color negro. Luna central biselada. Preparado para colgar en posición vertical y horizontal.;;·FUSION· RECTANGULAR MIRROR;Rectangular mirror with frame of bevelled mirrors. Back of MDF finished in black colour. Central mirror plate bevelled. Ready to hang in horizontal or vertical position.;MIROIR.FUSION.RECTANGULAIRE;Miroir rectangulaire avec encadrement de glaces biseautées. Dos en MDF finition couleur noire. Glace centrale biseautée. Préparé pour suspendre en position horizontale ou verticale.;SPECCHIO ·FUSION· RETTANGOLARE;Specchio rettangolare a cornice di superfici bisellate. Parte posteriore in fibra color nero. Superficie centrale bisellata. Collocabile in posizione orizzontale o verticale.;ESPELHO·FUSION·RETANGULAR;Espelho retangular com moldura de luas biseladas. Traseira em DM acabamento em cor preta. Lua central biselada. Preparado para pendurar em posição horizontal ou vertical.;161022.jpg;;22;29/02/2020;8,44E+12;110;150;5;0;0;0;165;0;45;0,366;128;168;17;58;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro.;0;0;0;0;0;0;0;0;0;;60;100;25;0;;0;0;0;0;0;;;;No
161461;;180;0;288;315;1;4;Satén;SOBREMESA ·SATEN· 2L;Lámpara sobremesa de 2 luces realizada en metal cromado y malla de cristales facetados K9. Cristales transparentes y smoke combinados. Tapa superior cromada.;;·SATEN· TABLE LAMP, 2L.;Table lamp made of chromed metal and K9 faceted crystal mesh. Clear and smoke crystals combined. Chromed top lid.;L.BASSE.SATEN.2L;Lampe basse en métal chromé et maille de verres à facettes K9. Combinaison verre transparent et smoke.;ABAT-JOUR ·SATIN· 2L;Abat-jour in metallo cromato e struttura a maglia di cristalli sfaccettati K9, trasparenti e fumé.;SECRETÁRIA ·SATEN· 2L;Para secretária, realizado em metal cromado e malha de vidros facetados K9. Vidros transparentes e smoke combinados.;161461.jpg;161461.pdf;20;20/06/2020;8,44E+12;22;43;16;0;0;0;96;0;3;0,042;52;32;25;4;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;2x42W;110/220 V;50/60 Hz;1.100;;;0;0;0;0;0;0;G9;2;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado. Transparente y smoke;0;0;0;0;0;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
161461UK;;188;0;301;329;1;4;Satén;SOBREMESA ·SATEN· 2L;Lámpara sobremesa de 2 luces realizada en metal cromado y malla de cristales facetados K9. Cristales transparentes y smoke combinados. Tapa superior cromada. Clavija tipo G (Inglesa).;;·SATEN· TABLE LAMP, 2L.;Table lamp made of chromed metal and K9 faceted crystal mesh. Clear and smoke crystals combined. Chromed top lid. Plug type G (UK).;;;;;;;161461UK.jpg;161461UK.pdf;20;20/06/2020;8,44E+12;22;43;16;0;0;0;0;0;3;0,042;52;32;25;4;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;2x42W;110/220 V;50/60 Hz;1.100;;;0;0;0;0;0;0;G9;2;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal y cristal;Cromado. Transparente y smoke;0;0;0;0;0;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;Sí
163846;;153;0;245;268;4;1;Claudia;ESPEJO ·CLAUDIA· 97x63;Espejo con marco de DM acabado plata. Lunas biseladas. Trasera de DM acabado en color negro.;;·CLAUDIA· MIRROR, 97x63;Mirror with MDF frame, silver finish. Bevelled mirror plates. Back of MDF finished in black colour.;MIROIR ·CLAUDIA· 97x63;Miroir avec glace centrale biseautée. cadre fait avec des glaces biseautées. Dos en MDF finition couleur noire.;SPECCHIO ·CLAUDIA· 97x63;Specchio a superficie centrale bisellata. Cornice traforata composta da superfici bisellate. Parte posteriore in fibra color nero.;ESPELHO ·CLAUDIA· 97x63;Espelho com lua central biselada. Moldura realizada com luas biseladas. Traseira de DM acabamento em cor preta.;163846.jpg;;2;17/04/2020;8,44E+12;63;97;3,5;0;0;0;0;0;6,9;0,086;107;73;11;9;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal,DM;Espejo plata, plata envejecida;0;0;0;0;0;0;0;0;0;;51;85;7;0;;0;0;0;0;0;;;;No
174011;;165;0;264;289;1;1;Andrómeda;COLGANTE ·ANDROMEDA· 6L;Lámpara de 6 luces, realizada en acero pulido acabado cromo. Pantalla vinílica con malla troquelada cromada. Interior con cadenas de cristal facetado y burbujas de cristal cromado.;;·ANDROMEDA· PENDANT 6L.;Pendant made of polished steel, chromed finish. Vinyl shade with chromed punch mesh. Inside with crystal chains and bubbles of chromed crystal.;PENDANTE ·ANDROMEDA· 6L;Pendante en acier poli finition chrome. Abat-jour vinylique avec maille découpée chromée. Intérieur avec chaînes en verre à facettes et bulles en verre chromé.;LAMPADA SOSP. ·ANDROMEDA· 6L;Lampada a sospensione in acciaio levigato e cromato. Paralume in vinile con lamina metallica traforata e cromata. Parte interna a catenelle di cristallo sfaccettato e sfere di cristallo cromato.;PINGENTE ·ANDROMEDA· 6L;Pingente realizado em aço polido acabamento crómio. Tela vinílica com malha estampada cromada. Interior com correntes de vidro facetado e bolhas de vidro cromado.;174011.jpg;174011.pdf;21;29/02/2020;8,44E+12;0;34;0;45;45;150;95;0;4;0,081;52;30;52;6;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;6x42W;110/220 V;50/60 Hz;3.300;;;0;0;0;0;0;0;G9;6;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Acero, vinilo y cristal;Pulido, cromo y transparente;15;0;19;0;45;0;3;0;16;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
174112;;291;0;466;509;1;1;Andrómeda;COLGANTE ·ANDROMEDA· 8L CROMO;Lámpara de 8 luces, realizada en acero pulido acabado cromo. Pantalla vinílica con malla troquelada cromada. Interior con cadenas de cristal facetado y burbujas de cristal cromado.;;·ANDROMEDA· PENDANT 8L.;Pendant made of polished steel, chromed finish. Vynil shade with chromed punch mesh. Inside with crystal chains and bubbles of chromed crystal.;PENDANTE ·ANDROMEDA· 8L CHROME;Pendante en acier poli finition chrome. Abat-jour vinylique avec maille découpée chromée. Intérieur avec chaînes en verre à facettes et bulles en verre chromé.;LAMP. SOSP.·ANDROMEDA·8L CROMO;Lampada a sospensione in acciaio levigato e cromato. Paralume in vinile con lamina metallica traforata e cromata. Parte interna a catenelle di cristallo sfaccettato e sfere di cristallo cromato.;PINGENTE ·ANDROMEDA· 8L CRÓMIO;Pingente realizado em aço polido acabamento crómio. Tela vinílica com malha estampada cromada. Interior com correntes de vidro facetado e bolhas de vidro cromado.;174112.jpg;174112.pdf;7;01/03/2020;8,44E+12;0;42;0;60;55;160;166;0;5,6;0,144;67;32;67;9;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;8x42W;110/220 V;50/60 Hz;4.400;;;0;0;0;0;0;0;G9;8;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Acero, vinilo y cristal;Pulido, cromo y transparente;20;0;19;0;60;0;4;0;18;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
174112D;;324;0;518;567;1;1;Andrómeda;LAMPARA ·ANDROMEDA·8L DIMABLE;Lámpara de 8 luces, realizada en acero pulido acabado cromo. Pantalla vinílica con malla troquelada cromada. Interior con cadenas de cristal facetado y burbujas de cristal cromado. DIMABLE. Incluye mando a distancia.;;·ANDROMEDA· LAMP 8L., DIMMABLE;Lamp of 8 lights, made of polished steel, chromed finish. Vynil shade with chromed punch mesh. Inside with crystal chains and bubbles of chromed crystal.DIMMABLE. Remote control included.;PENDANTE ·ANDROMEDA· 8L CHROME. DIMMABLE;Pendante en acier poli finition chrome. Abat-jour vinylique avec maille découpée chromée. Intérieur avec chaînes en verre à facettes et bulles en verre chromé. DIMMABLE. Télécommande incluse.;LAMP. SOSP.·ANDROMEDA·8L CROMO. DIMMERAB;Lampada a sospensione in acciaio levigato e cromato. Paralume in vinile con lamina metallica traforata e cromata. Parte interna a catenelle di cristallo sfaccettato e sfere di cristallo cromato. DIMMERABILE. Comprende il telecomando.;PINGENTE ·ANDROMEDA· 8L CRÓMIO. REGULÁVE;Pingente realizado em aço polido acabamento crómio. Tela vinílica com malha estampada cromada. Interior com correntes de vidro facetado e bolhas de vidro cromado. REGULÁVEL. Inclui comando à distancia.;174112D.jpg;174112D.pdf;0;22/03/2020;8,44E+12;0;42;0;60;55;160;0;0;5,6;0,144;67;32;67;9;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;8x42W;220 V;50 Hz;3.760;SI;CONTROL RE;0;0;0;0;0;0;G9;8;;4.5W;220 V;50 Hz;470;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Acero, vinilo y cristal;Pulido, cromo y transparente;0;0;19;0;60;0;4;0;18;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
174213;;117;0;187;205;1;2;Andrómeda;PLAFON ·ANDROMEDA· 5L. CROMO;Plafón de 5 luces realizado en acero pulido acabado cromo.  Pantalla vinílica con malla troquelada cromada. Interior con cadenas de cristal facetado y burbujas de cristal cromado.;;·ANDROMEDA· CEILING LAMP 5L.;Ceiling lamp made of polished steel, chromed finish. Vinyl shade with chromed punch mesh. Inside with crystal chains and bubbles of chromed crystal.;PLAFONNIER ·ANDROMEDA· 5L. CHR;Plafonnier en acier poli finition chrome. Abat-jour vinylique avec maille découpée chromée. Intérieur avec chaînes en verre à facettes et bulles en verre chromé.;PLAFONIERA ·ANDROMEDA·5L CROMO;Plafoniera in acciaio levigato e cromato. Paralume in vinile con lamina metallica traforata e cromata. Parte interna a catenelle di cristallo sfaccettato e sfere di cristallo cromato.;TETO ·ANDROMEDA· 5L. CRÓMIO;Teto realizado em aço polido acabamento crómio.  Tela vinílica com malha estampada cromada. Interior com correntes de vidro facetado e bolhas de vidro cromado.;174213.jpg;174213.pdf;0;28/02/2020;8,44E+12;0;33;0;37;0;0;70;0;2,4;0,056;44;29;44;4;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 1;5x42W;110/220 V;50/60 Hz;2.750;;;0;0;0;0;0;0;G9;5;Sí;6W;220 V;50 Hz;550;3.000;25.000;1;80;;0;;;;0;0;0;0;0;Metal, vinilo y cristal;Cromado, troquel Cromo y bco.;10;0;0;19;38;0;3;0;22;;0;0;0;0;;0;0;0;0;0;;;;No
174414;;72;0;115;126;1;4;Andrómeda;SOBREMESA ·ANDROMEDA· 1L;Lámpara sobremesa de 1 luz, realizada en acero pulido acabado cromo. Pantalla vinílica con malla troquelada cromada. Interior con cadenas de cristal facetado y burbujas de cristal cromado.;;·ANDROMEDA· TABLE LAMP 1L.;Tablelamp made of polished steel, chromed finish. Vynil shade with chromed punch mesh. Inside with crystal chains and bubbles of chromed crystal.;LAMPE BASSE ·ANDROMEDA· 1L;Lampe basse en acier poli finition chrome. Abat-jour vinylique avec maille découpée chromée. Intérieur avec chaînes en verre à facettes et bulles en verre chromé.;ABAT-JOUR ·ANDROMEDA· 1L;Abat-jour in acciaio levigato e cromato. Paralume in vinile con lamina metallica traforata e cromata. Parte interna a catenelle di cristallo sfaccettato e sfere di cristallo cromato.;SECRETÁRIA ·ANDROMEDA· 1L;Para secretária, realizado em aço polido acabamento crómio. Tela vinílica com malha estampada cromada. Interior com correntes de vidro facetado e bolhas de vidro cromado.;174414.jpg;17-4414.pdf;64;20/06/2020;8,44E+12;0;45;0;21;0;0;35;0;1,12;0,042;30;48;29;2;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;60W;110/220 V;50/60 Hz;560;;;0;0;0;0;0;0;E14;1;Sí;7W;220 V;50/60 Hz;560;3.000;20.000;1;80;;0;;;;0;0;0;0;0;Acero, vinilo y cristal;Pulido, cromo y transparente;5;0;19;0;22;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;No
174414UK;;80;0;128;140;1;4;Andrómeda;SOBREMESA ·ANDROMEDA· 1L;Lámpara sobremesa de 1 luz, realizada en acero pulido acabado cromo. Pantalla vinílica con malla troquelada cromada. Interior con cadenas de cristal facetado y burbujas de cristal cromado. Clavija tipo G (Inglesa).;;·ANDROMEDA· TABLE LAMP 1L.;Tablelamp made of polished steel, chromed finish. Vynil shade with chromed punch mesh. Inside with crystal chains and bubbles of chromed crystal. Plug type G (UK).;;;;;;;174414UK.jpg;174414UK.pdf;64;20/06/2020;8,44E+12;0;45;0;21;0;0;0;0;1,12;0,042;30;48;29;2;0;0;0;0;0;0;0;0;0;0;0;0;A+;;Class 2;60W;110/220 V;50/60 Hz;550;;;0;0;0;0;0;0;E14;1;Sí;7W;110/220 V;50/60 Hz;550;3.000;30.000;1;80;;0;;;;0;0;0;0;0;Acero, vinilo y cristal;Pulido, cromo y transparente;0;0;19;0;22;0;0;0;0;Transparente;0;0;0;0;;0;0;0;0;0;;;;Sí
